pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaHELEm	OZ251424.1	7560001	7590000	0.0012579547136303	13514	17	13514	0
PflaKGBDf	OZ251424.1	7560001	7590000	0.0002219920082877	13514	3	13514	0
PflaHELAf	OZ251424.1	7560001	7590000	0.0016279413941098	13514	22	13514	0
PflaKGBHm	OZ251424.1	7560001	7590000	0.0003699866804795	13514	5	13514	0
PflaKGBDf	OZ251424.1	7590001	7620000	0.0003457575548025	14461	5	14461	0
PflaHELAf	OZ251424.1	7590001	7620000	0.002213154436683	14459	32	14459	2
PflaKGBHm	OZ251424.1	7590001	7620000	0.00027721948853	14429	4	14429	32
PflaHELEm	OZ251424.1	7590001	7620000	0.0016596362630523	14461	24	14461	0
PflaHELAf	OZ251424.1	7620001	7650000	0.0006771244780498	17722	12	17722	0
PflaKGBDf	OZ251424.1	7620001	7650000	5.6427039837490125e-05	17722	1	17722	0
PflaKGBHm	OZ251424.1	7620001	7650000	0.0004514163186999	17722	8	17722	0
PflaHELEm	OZ251424.1	7620001	7650000	0.0006206974382123	17722	11	17722	0
PflaHELAf	OZ251424.1	7650001	7680000	0.0040620919773683	13786	56	13786	0
PflaKGBDf	OZ251424.1	7650001	7680000	0.0016094813080693	13669	22	13669	117
PflaKGBHm	OZ251424.1	7650001	7680000	0.0021816595156715	13751	30	13751	35
PflaHELEm	OZ251424.1	7650001	7680000	0.0042797040475845	13786	59	13786	0
PflaKGBHm	OZ251424.1	7680001	7710000	0.0021686328938237	11528	25	11528	5
PflaHELEm	OZ251424.1	7680001	7710000	0.0057227087488077	11533	66	11533	0
PflaKGBDf	OZ251424.1	7680001	7710000	0.001561415683553	11528	18	11528	5
PflaHELAf	OZ251424.1	7680001	7710000	0.004855631665655	11533	56	11533	0
PflaHELEm	OZ251424.1	7710001	7740000	0.0021700160392489	10599	23	10599	0
PflaHELAf	OZ251424.1	7710001	7740000	0.0014153613889413	10598	15	10598	1
PflaKGBDf	OZ251424.1	7710001	7740000	9.434852344560808e-05	10599	1	10599	0
PflaKGBHm	OZ251424.1	7710001	7740000	0.0001890001890001	10582	2	10582	17
PflaHELEm	OZ251424.1	7740001	7770000	0.001552945743958	10303	16	10303	0
PflaKGBDf	OZ251424.1	7740001	7770000	0.0005823546539842	10303	6	10303	0
PflaKGBHm	OZ251424.1	7740001	7770000	0.0005823546539842	10303	6	10303	0
PflaHELAf	OZ251424.1	7740001	7770000	0.0014558866349606	10303	15	10303	0
PflaHELAf	OZ251424.1	7770001	7800000	0.0025240267935151	10301	26	10301	0
PflaKGBHm	OZ251424.1	7770001	7800000	0.0006795456751771	10301	7	10301	0
PflaHELEm	OZ251424.1	7770001	7800000	0.0027181827007086	10301	28	10301	0
PflaKGBDf	OZ251424.1	7770001	7800000	0.0004854840275754	10299	5	10299	2
PflaHELAf	OZ251424.1	7800001	7830000	0.0013665260531162	16831	23	16831	0
PflaKGBDf	OZ251424.1	7800001	7830000	0.0003564850573346	16831	6	16831	0
PflaKGBHm	OZ251424.1	7800001	7830000	0.0001782425286673	16831	3	16831	0
PflaHELEm	OZ251424.1	7800001	7830000	0.0019038553069966	16808	32	16808	23
PflaKGBDf	OZ251424.1	7830001	7860000	0.000382299531683	20926	8	20926	4
PflaHELEm	OZ251424.1	7830001	7860000	0.0011944577161968	20930	25	20930	0
PflaKGBHm	OZ251424.1	7830001	7860000	0.0001911132345914	20930	4	20930	0
PflaHELAf	OZ251424.1	7830001	7860000	0.0012900143334925	20930	27	20930	0
PflaKGBDf	OZ251424.1	7860001	7890000	0.0010449866764198	19139	20	19139	0
PflaHELEm	OZ251424.1	7860001	7890000	0.0023512200219447	19139	45	19139	0
PflaKGBHm	OZ251424.1	7860001	7890000	0.0008359893411359	19139	16	19139	0
PflaHELAf	OZ251424.1	7860001	7890000	0.0040754480380375	19139	78	19139	0
PflaKGBHm	OZ251424.1	7890001	7920000	0.0003044140030441	16425	5	16425	0
PflaHELAf	OZ251424.1	7890001	7920000	0.003165905631659	16425	52	16425	0
PflaKGBDf	OZ251424.1	7890001	7920000	0.0003652968036529	16425	6	16425	0
PflaHELEm	OZ251424.1	7890001	7920000	0.0010958904109589	16425	18	16425	0
PflaKGBHm	OZ251424.1	7920001	7950000	0.0	12773	0	12773	0
PflaHELAf	OZ251424.1	7920001	7950000	0.0041493775933609	12773	53	12773	0
PflaKGBDf	OZ251424.1	7920001	7950000	7.829014327096219e-05	12773	1	12773	0
PflaHELEm	OZ251424.1	7920001	7950000	0.0009394817192515	12773	12	12773	0
PflaHELAf	OZ251424.1	7950001	7980000	0.0050153531218014	9770	49	9770	0
PflaKGBDf	OZ251424.1	7950001	7980000	0.004503582395087	9770	44	9770	0
PflaHELEm	OZ251424.1	7950001	7980000	0.0044012282497441	9770	43	9770	0
PflaKGBHm	OZ251424.1	7950001	7980000	0.0025588536335721	9770	25	9770	0
PflaKGBHm	OZ251424.1	7980001	8010000	0.0004177458434288	11969	5	11969	0
PflaHELEm	OZ251424.1	7980001	8010000	0.0007519425181719	11969	9	11969	0
PflaKGBDf	OZ251424.1	7980001	8010000	0.000334196674743	11969	4	11969	0
PflaHELAf	OZ251424.1	7980001	8010000	0.00217227838583	11969	26	11969	0
PflaKGBDf	OZ251424.1	8010001	8040000	0.0015329194450831	13047	20	13047	0
PflaHELAf	OZ251424.1	8010001	8040000	0.0033724227791829	13047	44	13047	0
PflaHELEm	OZ251424.1	8010001	8040000	0.0016126555060666	13022	21	13022	25
PflaKGBHm	OZ251424.1	8010001	8040000	0.001456273472829	13047	19	13047	0
PflaKGBDf	OZ251424.1	8040001	8070000	0.0013712047012732	5105	7	5105	334
PflaHELEm	OZ251424.1	8040001	8070000	0.0020224305938591	5439	11	5439	0
PflaKGBHm	OZ251424.1	8040001	8070000	0.0019538882375928	5118	10	5118	321
PflaHELAf	OZ251424.1	8040001	8070000	0.0036771465342893	5439	20	5439	0
PflaKGBHm	OZ251424.1	8070001	8100000	NA	0	NA	NA	NA
PflaKGBDf	OZ251424.1	8070001	8100000	NA	0	NA	NA	NA
PflaHELEm	OZ251424.1	8070001	8100000	NA	0	NA	NA	NA
PflaHELAf	OZ251424.1	8070001	8100000	NA	0	NA	NA	NA
PflaKGBHm	OZ251424.1	8100001	8130000	NA	0	NA	NA	NA
PflaKGBDf	OZ251424.1	8100001	8130000	NA	0	NA	NA	NA
PflaHELAf	OZ251424.1	8100001	8130000	NA	0	NA	NA	NA
PflaHELEm	OZ251424.1	8100001	8130000	NA	0	NA	NA	NA
PflaHELAf	OZ251424.1	8130001	8160000	0.0089670014347202	8364	75	8364	0
PflaHELEm	OZ251424.1	8130001	8160000	0.0086083213773314	8364	72	8364	0
PflaKGBHm	OZ251424.1	8130001	8160000	0.0069344811095169	8364	58	8364	0
PflaKGBDf	OZ251424.1	8130001	8160000	0.0066953610712577	8364	56	8364	0
PflaHELAf	OZ251424.1	8160001	8190000	0.0027716994894237	13710	38	13710	0
PflaKGBDf	OZ251424.1	8160001	8190000	0.0004376367614879	13710	6	13710	0
PflaHELEm	OZ251424.1	8160001	8190000	0.0040846097738876	13710	56	13710	0
PflaKGBHm	OZ251424.1	8160001	8190000	0.0003649635036496	13700	5	13700	10
PflaKGBDf	OZ251424.1	8190001	8220000	0.0003949759064697	12659	5	12659	0
PflaKGBHm	OZ251424.1	8190001	8220000	0.0003159807251757	12659	4	12659	0
PflaHELEm	OZ251424.1	8190001	8220000	0.0045030810554589	12658	57	12658	1
PflaHELAf	OZ251424.1	8190001	8220000	0.0028438265265818	12659	36	12659	0
PflaHELAf	OZ251424.1	8220001	8250000	0.002004555808656	10975	22	10975	0
PflaKGBDf	OZ251424.1	8220001	8250000	0.0002733485193621	10975	3	10975	0
PflaHELEm	OZ251424.1	8220001	8250000	0.0052847380410022	10975	58	10975	0
PflaKGBHm	OZ251424.1	8220001	8250000	0.0009111617312072	10975	10	10975	0
PflaHELAf	OZ251424.1	8250001	8280000	0.0028180687940323	12065	34	12065	3
PflaKGBDf	OZ251424.1	8250001	8280000	0.00074577394763	12068	9	12068	0
PflaHELEm	OZ251424.1	8250001	8280000	0.0050546900894928	12068	61	12068	0
PflaKGBHm	OZ251424.1	8250001	8280000	0.0033988228467213	12063	41	12063	5
PflaKGBHm	OZ251424.1	8280001	8310000	0.0027115741401455	14014	38	14014	0
PflaHELAf	OZ251424.1	8280001	8310000	0.0039960039960039	14014	56	14014	0
PflaKGBDf	OZ251424.1	8280001	8310000	7.135721421435707e-05	14014	1	14014	0
PflaHELEm	OZ251424.1	8280001	8310000	0.0057799343513629	14014	81	14014	0
PflaKGBDf	OZ251424.1	8310001	8340000	0.0003492107836289	14318	5	14318	0
PflaKGBHm	OZ251424.1	8310001	8340000	0.0004888950970805	14318	7	14318	0
PflaHELEm	OZ251424.1	8310001	8340000	0.0055426927664351	14253	79	14253	65
PflaHELAf	OZ251424.1	8310001	8340000	0.0049587931275317	14318	71	14318	0
PflaKGBHm	OZ251424.1	8340001	8370000	0.002205150092474	14058	31	14058	14
PflaHELEm	OZ251424.1	8340001	8370000	0.0056850483229107	14072	80	14072	0
PflaKGBDf	OZ251424.1	8340001	8370000	0.0013503909026297	14070	19	14070	2
PflaHELAf	OZ251424.1	8340001	8370000	0.0029135872654917	14072	41	14072	0
PflaKGBHm	OZ251424.1	8370001	8400000	0.0009928637914986	16115	16	16115	0
PflaHELEm	OZ251424.1	8370001	8400000	0.0052125349053676	16115	84	16115	0
PflaKGBDf	OZ251424.1	8370001	8400000	0.0009928637914986	16115	16	16115	0
PflaHELAf	OZ251424.1	8370001	8400000	0.0004964318957493	16115	8	16115	0
PflaHELEm	OZ251424.1	8400001	8430000	0.0072972524738791	18089	132	18089	0
PflaKGBHm	OZ251424.1	8400001	8430000	0.0003869755099784	18089	7	18089	0
PflaHELAf	OZ251424.1	8400001	8430000	0.0016069152767773	18047	29	18047	42
PflaKGBDf	OZ251424.1	8400001	8430000	0.0010503620985129	18089	19	18089	0
PflaKGBHm	OZ251424.1	8430001	8460000	0.0001099807533681	18185	2	18185	0
PflaHELAf	OZ251424.1	8430001	8460000	0.0020349796502034	18182	37	18182	3
PflaKGBDf	OZ251424.1	8430001	8460000	0.0001099807533681	18185	2	18185	0
PflaHELEm	OZ251424.1	8430001	8460000	0.0032444322243607	18185	59	18185	0
PflaHELAf	OZ251424.1	8460001	8490000	0.0049421163089838	14771	73	14771	3
PflaKGBDf	OZ251424.1	8460001	8490000	0.0011512155481817	14767	17	14767	7
PflaHELEm	OZ251424.1	8460001	8490000	0.0061594693380262	14774	91	14774	0
PflaKGBHm	OZ251424.1	8460001	8490000	0.0011506700961147	14774	17	14774	0
PflaHELAf	OZ251424.1	8490001	8520000	0.0029796681467632	17116	51	17116	0
PflaKGBDf	OZ251424.1	8490001	8520000	0.0003505491937368	17116	6	17116	0
PflaHELEm	OZ251424.1	8490001	8520000	0.0051413881748071	17116	88	17116	0
PflaKGBHm	OZ251424.1	8490001	8520000	0.0035808629292632	17035	61	17035	81
PflaHELAf	OZ251424.1	8520001	8550000	0.0037949703992308	19763	75	19763	0
PflaHELEm	OZ251424.1	8520001	8550000	0.0057180447323145	19762	113	19762	1
PflaKGBHm	OZ251424.1	8520001	8550000	0.0021765539582911	19756	43	19756	7
PflaKGBDf	OZ251424.1	8520001	8550000	0.0002529980266153	19763	5	19763	0
PflaHELAf	OZ251424.1	8550001	8580000	0.0008057584873227	18616	15	18616	24
PflaKGBDf	OZ251424.1	8550001	8580000	0.0001610133104336	18632	3	18632	8
PflaHELEm	OZ251424.1	8550001	8580000	0.0036480686695278	18640	68	18640	0
PflaKGBHm	OZ251424.1	8550001	8580000	0.0033261802575107	18640	62	18640	0
PflaHELAf	OZ251424.1	8580001	8610000	5.759705103098721e-05	17362	1	17362	0
PflaKGBDf	OZ251424.1	8580001	8610000	0.0002879852551549	17362	5	17362	0
PflaHELEm	OZ251424.1	8580001	8610000	0.0018431056329915	17362	32	17362	0
PflaKGBHm	OZ251424.1	8580001	8610000	0.0023614790922704	17362	41	17362	0
PflaKGBHm	OZ251424.1	8610001	8640000	0.002892402622445	15558	45	15558	2
PflaHELAf	OZ251424.1	8610001	8640000	0.0005169962517771	15474	8	15474	86
PflaKGBDf	OZ251424.1	8610001	8640000	0.0002570694087403	15560	4	15560	0
PflaHELEm	OZ251424.1	8610001	8640000	0.0044987146529562	15560	70	15560	0
PflaHELAf	OZ251424.1	8640001	8670000	0.003123605533244	8964	28	8964	0
PflaKGBDf	OZ251424.1	8640001	8670000	0.0	8964	0	8964	0
PflaHELEm	OZ251424.1	8640001	8670000	0.002565818830879	8964	23	8964	0
PflaKGBHm	OZ251424.1	8640001	8670000	0.000111557340473	8964	1	8964	0
PflaKGBHm	OZ251424.1	8670001	8700000	0.0043813696542527	10499	46	10499	0
PflaHELAf	OZ251424.1	8670001	8700000	0.0040971891376846	10495	43	10495	4
PflaKGBDf	OZ251424.1	8670001	8700000	0.0007619773311743	10499	8	10499	0
PflaHELEm	OZ251424.1	8670001	8700000	0.0044770432463326	10498	47	10498	1
PflaKGBHm	OZ251424.1	8700001	8730000	0.000825900231252	12108	10	12108	2
PflaHELEm	OZ251424.1	8700001	8730000	0.0016515276630883	12110	20	12110	0
PflaKGBDf	OZ251424.1	8700001	8730000	0.0002477291494632	12110	3	12110	0
PflaHELAf	OZ251424.1	8700001	8730000	0.0026424442609413	12110	32	12110	0
PflaHELAf	OZ251424.1	8730001	8760000	0.0034845496383957	15210	53	15210	0
PflaKGBHm	OZ251424.1	8730001	8760000	0.0003952048478461	15182	6	15182	28
PflaHELEm	OZ251424.1	8730001	8760000	0.0019723865877712	15210	30	15210	0
PflaKGBDf	OZ251424.1	8730001	8760000	0.0001972386587771	15210	3	15210	0
PflaHELAf	OZ251424.1	8760001	8790000	0.0044238576038305	19214	85	19214	0
PflaKGBHm	OZ251424.1	8760001	8790000	0.0004684084521702	19214	9	19214	0
PflaHELEm	OZ251424.1	8760001	8790000	0.0033309045487665	19214	64	19214	0
PflaKGBDf	OZ251424.1	8760001	8790000	0.0004163630685958	19214	8	19214	0
PflaKGBDf	OZ251424.1	8790001	8820000	0.0020336476243298	10818	22	10818	0
PflaHELAf	OZ251424.1	8790001	8820000	0.0042521723054168	10818	46	10818	0
PflaHELEm	OZ251424.1	8790001	8820000	0.0036051026067665	10818	39	10818	0
PflaKGBHm	OZ251424.1	8790001	8820000	0.0024034017378443	10818	26	10818	0
PflaHELAf	OZ251424.1	8820001	8850000	0.0032146539697943	16487	53	16487	0
PflaHELEm	OZ251424.1	8820001	8850000	0.0057621156062352	16487	95	16487	0
PflaKGBHm	OZ251424.1	8820001	8850000	0.0041247118767439	16486	68	16486	1
PflaKGBDf	OZ251424.1	8820001	8850000	0.0048523078789349	16487	80	16487	0
PflaHELAf	OZ251424.1	8850001	8880000	0.0010239781551326	11719	12	11719	0
PflaKGBDf	OZ251424.1	8850001	8880000	0.0031572659783257	11719	37	11719	0
PflaHELEm	OZ251424.1	8850001	8880000	0.0033279290041812	11719	39	11719	0
PflaKGBHm	OZ251424.1	8850001	8880000	0.0040959126205307	11719	48	11719	0
PflaKGBHm	OZ251424.1	8880001	8910000	0.003681506849315	11680	43	11680	0
PflaHELEm	OZ251424.1	8880001	8910000	0.0038527397260273	11680	45	11680	0
PflaHELAf	OZ251424.1	8880001	8910000	0.0037671232876712	11680	44	11680	0
PflaKGBDf	OZ251424.1	8880001	8910000	0.0033390410958904	11680	39	11680	0
PflaHELEm	OZ251424.1	8910001	8940000	0.0033630401883302	17841	60	17841	0
PflaKGBHm	OZ251424.1	8910001	8940000	0.0030831324625819	17839	55	17839	2
PflaKGBDf	OZ251424.1	8910001	8940000	0.0025222801412476	17841	45	17841	0
PflaHELAf	OZ251424.1	8910001	8940000	0.0029146348298862	17841	52	17841	0
PflaKGBDf	OZ251424.1	8940001	8970000	0.0043147579347667	13674	59	13674	0
PflaHELAf	OZ251424.1	8940001	8970000	0.0032909170688898	13674	45	13674	0
PflaKGBHm	OZ251424.1	8940001	8970000	0.0040956629854457	13673	56	13673	1
PflaHELEm	OZ251424.1	8940001	8970000	0.0050464418927813	13673	69	13673	1
PflaKGBHm	OZ251424.1	8970001	9000000	0.0039285012767629	20364	80	20364	0
PflaHELEm	OZ251424.1	8970001	9000000	0.0063838145747397	20364	130	20364	0
PflaKGBDf	OZ251424.1	8970001	9000000	0.0044195639363582	20364	90	20364	0
PflaHELAf	OZ251424.1	8970001	9000000	0.0039285012767629	20364	80	20364	0
PflaHELEm	OZ251424.1	9000001	9030000	0.0041490857946554	14220	59	14220	0
PflaHELAf	OZ251424.1	9000001	9030000	0.0050632911392405	14220	72	14220	0
PflaKGBHm	OZ251424.1	9000001	9030000	0.0036568213783403	14220	52	14220	0
PflaKGBDf	OZ251424.1	9000001	9030000	0.0027426160337552	14220	39	14220	0
PflaKGBHm	OZ251424.1	9030001	9060000	0.0045771578029642	13764	63	13764	0
PflaHELAf	OZ251424.1	9030001	9060000	0.0021070987430066	13763	29	13763	1
PflaKGBDf	OZ251424.1	9030001	9060000	0.004940424295263	13764	68	13764	0
PflaHELEm	OZ251424.1	9030001	9060000	0.0032693984306887	13764	45	13764	0
PflaKGBHm	OZ251424.1	9060001	9090000	0.0040497268788849	10618	43	10618	0
PflaHELEm	OZ251424.1	9060001	9090000	0.0045206253531738	10618	48	10618	0
PflaKGBDf	OZ251424.1	9060001	9090000	0.0039555471840271	10618	42	10618	0
PflaHELAf	OZ251424.1	9060001	9090000	0.0063100395554718	10618	67	10618	0
PflaKGBHm	OZ251424.1	9090001	9120000	0.0049662668665667	21344	106	21344	7
PflaHELEm	OZ251424.1	9090001	9120000	0.0051534317170297	21345	110	21345	6
PflaKGBDf	OZ251424.1	9090001	9120000	0.0035128805620608	21350	75	21350	1
PflaHELAf	OZ251424.1	9090001	9120000	0.0022013020467425	21351	47	21351	0
PflaKGBDf	OZ251424.1	9120001	9150000	0.0001506402209389	19915	3	19915	0
PflaKGBHm	OZ251424.1	9120001	9150000	0.0016570424303288	19915	33	19915	0
PflaHELEm	OZ251424.1	9120001	9150000	0.0052724077328646	19915	105	19915	0
PflaHELAf	OZ251424.1	9120001	9150000	0.0009038413256339	19915	18	19915	0
PflaHELAf	OZ251424.1	9150001	9180000	0.0004156275976724	12030	5	12030	0
PflaKGBDf	OZ251424.1	9150001	9180000	0.0017648541894276	11899	21	11899	131
PflaHELEm	OZ251424.1	9150001	9180000	0.0059019118869492	12030	71	12030	0
PflaKGBHm	OZ251424.1	9150001	9180000	0.0007481296758104	12030	9	12030	0
PflaKGBHm	OZ251424.1	9180001	9210000	0.0014971927635683	8015	12	8015	0
PflaHELEm	OZ251424.1	9180001	9210000	0.0056151734464686	8014	45	8014	1
PflaHELAf	OZ251424.1	9180001	9210000	0.0004990642545227	8015	4	8015	0
PflaKGBDf	OZ251424.1	9180001	9210000	0.000374298190892	8015	3	8015	0
PflaKGBDf	OZ251424.1	9210001	9240000	0.0002863415099742	10477	3	10477	0
PflaHELEm	OZ251424.1	9210001	9240000	0.0056319205803741	10476	59	10476	1
PflaKGBHm	OZ251424.1	9210001	9240000	0.0033406509496993	10477	35	10477	0
PflaHELAf	OZ251424.1	9210001	9240000	0.0026735414876348	10473	28	10473	4
PflaHELAf	OZ251424.1	9240001	9270000	0.0057699705090396	7799	45	7799	0
PflaKGBDf	OZ251424.1	9240001	9270000	0.0008975509680728	7799	7	7799	0
PflaHELEm	OZ251424.1	9240001	9270000	0.0053853058084369	7799	42	7799	0
PflaKGBHm	OZ251424.1	9240001	9270000	0.0052570842415694	7799	41	7799	0
PflaKGBDf	OZ251424.1	9270001	9300000	0.0008944543828264	10062	9	10062	17
PflaHELAf	OZ251424.1	9270001	9300000	0.0053576743724575	10079	54	10079	0
PflaKGBHm	OZ251424.1	9270001	9300000	0.0055572094869504	10077	56	10077	2
PflaHELEm	OZ251424.1	9270001	9300000	0.0050600257962099	10079	51	10079	0
PflaKGBDf	OZ251424.1	9300001	9330000	0.0006582195162086	12154	8	12154	0
PflaHELEm	OZ251424.1	9300001	9330000	0.0038670396577258	12154	47	12154	0
PflaKGBHm	OZ251424.1	9300001	9330000	0.0031265427019911	12154	38	12154	0
PflaHELAf	OZ251424.1	9300001	9330000	0.0035379298996215	12154	43	12154	0
PflaHELAf	OZ251424.1	9330001	9360000	0.0045134638922888	13072	59	13072	0
PflaKGBDf	OZ251424.1	9330001	9360000	0.0001529987760097	13072	2	13072	0
PflaHELEm	OZ251424.1	9330001	9360000	0.0057374541003671	13072	75	13072	0
PflaKGBHm	OZ251424.1	9330001	9360000	0.0046664626682986	13072	61	13072	0
PflaKGBHm	OZ251424.1	9360001	9390000	0.0022419791264012	12935	29	12935	0
PflaHELEm	OZ251424.1	9360001	9390000	0.0023965983764978	12935	31	12935	0
PflaHELAf	OZ251424.1	9360001	9390000	0.0015461925009663	12935	20	12935	0
PflaKGBDf	OZ251424.1	9360001	9390000	0.0013142636258214	12935	17	12935	0
PflaHELEm	OZ251424.1	9390001	9420000	0.0023935971276834	13369	32	13369	0
PflaKGBDf	OZ251424.1	9390001	9420000	0.0016481869943062	13348	22	13348	21
PflaHELAf	OZ251424.1	9390001	9420000	0.0036709619418639	13348	49	13348	21
PflaKGBHm	OZ251424.1	9390001	9420000	0.004188794973446	13369	56	13369	0
PflaHELEm	OZ251424.1	9420001	9450000	0.0022206360536124	12609	28	12609	0
PflaKGBHm	OZ251424.1	9420001	9450000	0.0028551034975017	12609	36	12609	0
PflaKGBDf	OZ251424.1	9420001	9450000	0.0004827419744146	12429	6	12429	180
PflaHELAf	OZ251424.1	9420001	9450000	0.0023792529145848	12609	30	12609	0
PflaKGBHm	OZ251424.1	9450001	9480000	0.0051682843816967	7933	41	7933	0
PflaHELEm	OZ251424.1	9450001	9480000	0.0060506743980839	7933	48	7933	0
PflaKGBDf	OZ251424.1	9450001	9480000	0.0003781671498802	7933	3	7933	0
PflaHELAf	OZ251424.1	9450001	9480000	0.0041598386486827	7933	33	7933	0
PflaKGBHm	OZ251424.1	9480001	9510000	0.0035080685576826	9977	35	9977	0
PflaHELAf	OZ251424.1	9480001	9510000	0.0035080685576826	9977	35	9977	0
PflaKGBDf	OZ251424.1	9480001	9510000	0.000601383181317	9977	6	9977	0
PflaHELEm	OZ251424.1	9480001	9510000	0.0042096822692192	9977	42	9977	0
PflaKGBHm	OZ251424.1	9510001	9540000	0.0022020611292169	11353	25	11353	0
PflaHELEm	OZ251424.1	9510001	9540000	0.0035232978067471	11353	40	11353	0
PflaKGBDf	OZ251424.1	9510001	9540000	0.0008808244516867	11353	10	11353	0
PflaHELAf	OZ251424.1	9510001	9540000	0.0033471329164097	11353	38	11353	0
PflaHELAf	OZ251424.1	9540001	9570000	0.0030936765251825	8081	25	8081	0
PflaKGBDf	OZ251424.1	9540001	9570000	0.0009899764880584	8081	8	8081	0
PflaHELEm	OZ251424.1	9540001	9570000	0.0047023883182774	8081	38	8081	0
PflaKGBHm	OZ251424.1	9540001	9570000	0.0028504151691659	8069	23	8069	12
PflaHELEm	OZ251424.1	9570001	9600000	0.0116159890673044	2927	34	2927	0
PflaKGBHm	OZ251424.1	9570001	9600000	0.0061559507523939	2924	18	2924	3
PflaKGBDf	OZ251424.1	9570001	9600000	0.0092244619063887	2927	27	2927	0
PflaHELAf	OZ251424.1	9570001	9600000	0.0081995216945678	2927	24	2927	0
PflaHELAf	OZ251424.1	9600001	9630000	0.0048737261852015	9028	44	9028	2
PflaKGBDf	OZ251424.1	9600001	9630000	0.0057585825027685	9030	52	9030	0
PflaKGBHm	OZ251424.1	9600001	9630000	0.0042081949058693	9030	38	9030	0
PflaHELEm	OZ251424.1	9600001	9630000	0.0046511627906976	9030	42	9030	0
PflaKGBHm	OZ251424.1	9630001	9660000	0.001025851456709	14622	15	14622	0
PflaHELAf	OZ251424.1	9630001	9660000	0.0023252633018738	14622	34	14622	0
PflaKGBDf	OZ251424.1	9630001	9660000	0.0031459444672411	14622	46	14622	0
PflaHELEm	OZ251424.1	9630001	9660000	0.0047879616963064	14620	70	14620	2
PflaKGBHm	OZ251424.1	9660001	9690000	0.0004515692029803	13287	6	13287	0
PflaHELEm	OZ251424.1	9660001	9690000	0.003547437542456	13249	47	13249	38
PflaKGBDf	OZ251424.1	9660001	9690000	0.0024836306163919	13287	33	13287	0
PflaHELAf	OZ251424.1	9660001	9690000	0.0001505230676601	13287	2	13287	0
PflaKGBDf	OZ251424.1	9690001	9720000	0.0015571473061351	9633	15	9633	1
PflaHELEm	OZ251424.1	9690001	9720000	0.0065393398380734	9634	63	9634	0
PflaHELAf	OZ251424.1	9690001	9720000	0.0010403662089055	9612	10	9612	22
PflaKGBHm	OZ251424.1	9690001	9720000	0.0010485477613505	9537	10	9537	97
PflaKGBDf	OZ251424.1	9720001	9750000	0.0006256703611011	11188	7	11188	0
PflaKGBHm	OZ251424.1	9720001	9750000	0.0012515644555694	11186	14	11186	2
PflaHELEm	OZ251424.1	9720001	9750000	0.0041115480872363	11188	46	11188	0
PflaHELAf	OZ251424.1	9720001	9750000	0.0032177332856632	11188	36	11188	0
PflaKGBHm	OZ251424.1	9750001	9780000	0.002331455216631	10294	24	10294	33
PflaHELEm	OZ251424.1	9750001	9780000	0.0043575094412704	10327	45	10327	0
PflaHELAf	OZ251424.1	9750001	9780000	0.0044543429844097	10327	46	10327	0
PflaKGBDf	OZ251424.1	9750001	9780000	0.0011620025176721	10327	12	10327	0
PflaKGBHm	OZ251424.1	9780001	9810000	0.0010904276033959	12839	14	12839	0
PflaHELEm	OZ251424.1	9780001	9810000	0.0045174857854973	12839	58	12839	0
PflaKGBDf	OZ251424.1	9780001	9810000	0.0021029675208349	12839	27	12839	0
PflaHELAf	OZ251424.1	9780001	9810000	0.0028039566944466	12839	36	12839	0
PflaHELEm	OZ251424.1	9810001	9840000	0.0050461538461538	16250	82	16250	0
PflaHELAf	OZ251424.1	9810001	9840000	0.0043076923076923	16250	70	16250	0
PflaKGBHm	OZ251424.1	9810001	9840000	0.0009846153846153	16250	16	16250	0
PflaKGBDf	OZ251424.1	9810001	9840000	0.0032615384615384	16250	53	16250	0
